Thread1,Thread2,Thread4,Thread8,Thread16,Thread32,Thread48,Thread64,Thread80,Thread96
11,18,29,20,19,23,22,23,23,22
10,18,29,21,22,22,21,23,22,22
10,18,29,21,22,22,21,23,22,23
10,18,29,21,22,22,22,22,23,23
10,18,29,21,22,20,21,23,21,23
